,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$
2015,0.054997099673528185,0.07193803878232967,0.11614422481994785,0.06975258721147734,0.05538272978688713,0.055519974369903795,0.0545318198079697,0.060413058469353347,0.05882245621410051,0.0819177580388816,0.052604424461250875,0.07396196057501017,0.05249450434635385,0.07667107857860397,0.06484828486440192
2016,0.05448596145422791,0.07150710280496628,0.11900394357161886,0.07712346046785372,0.055725360751106144,0.052364923996020975,0.051985217571977764,0.06267130938198037,0.045600974298908754,0.08846882011320098,0.053588646872801765,0.07642035193779319,0.05182575864238062,0.08216464314976595,0.057063524985396685
2017,0.054402147565794756,0.07223266638166041,0.11776483500256803,0.07913383594841067,0.05601830254282261,0.05056536934816945,0.05402024505263149,0.06470889238681048,0.04616803501860379,0.08529235055204298,0.05410767954346732,0.08276163399282152,0.05092932600189857,0.07793364453112867,0.05396103613116935
2018,0.05611987754254768,0.07292381396587981,0.1162510156547476,0.08500582504496769,0.0554958769089908,0.05189068011094409,0.05390064156660536,0.06448021534431968,0.04261999273188848,0.08422877535611768,0.053450915232930434,0.0806594513095457,0.05269968403285443,0.07695788035954142,0.05331535483811909
2019,0.055708689468796646,0.07452180810364635,0.12358986878969329,0.08417473737999724,0.05610064208896888,0.049731799163998655,0.05298850323579028,0.06588728031820468,0.04327632861643239,0.08087450805364968,0.05426442530630674,0.07518516184974741,0.052447936698141386,0.07595189524822506,0.05529641567840133
